municipality_name_source,year,month,date,hotel_overnights_source_token,hotel_overnights,hotel_arrivals_source_token,hotel_arrivals,domestic_overnights_source_token,domestic_overnights,foreign_overnights,log_overnights,source_id,municipality_bfs_id,hotel_establishments_open_source_token,hotel_establishments_open,hotel_rooms_available_source_token,hotel_rooms_available,hotel_beds_available_source_token,hotel_beds_available,hotel_arrivals_capacity_table_source_token,hotel_arrivals_capacity_table,hotel_overnights_capacity_table_source_token,hotel_overnights_capacity_table,hotel_room_nights_source_token,hotel_room_nights,hotel_room_occupancy_rate_pct_source_token,hotel_room_occupancy_rate_pct,hotel_bed_occupancy_rate_pct_source_token,hotel_bed_occupancy_rate_pct,complete_capacity_supply,source_id_capacity,hotel_overnights_per_available_bed_month,capacity_source_id
Vevey,2023,4,2023-04-01,6805,6805.0,3548,3548.0,4020,4020.0,2785.0,8.82555985506085,BFS_HOTEL_DATA,5890,11,11,404,404,652,652,3548,3548,6805,6805,4580,4580,38,38.0,35,35.0,True,BFS_HOTEL_CAPACITY_DATA,10.437116564417177,BFS_HOTEL_CAPACITY_DATA
Vevey,2023,5,2023-05-01,10569,10569.0,5449,5449.0,5424,5424.0,5145.0,9.265775078864284,BFS_HOTEL_DATA,5890,11,11,404,404,652,652,5449,5449,10569,10569,7182,7182,57,57.0,52,52.0,True,BFS_HOTEL_CAPACITY_DATA,16.210122699386503,BFS_HOTEL_CAPACITY_DATA
Vevey,2023,6,2023-06-01,11549,11549.0,5946,5946.0,5652,5652.0,5897.0,9.35444071594994,BFS_HOTEL_DATA,5890,11,11,404,404,652,652,5946,5946,11549,11549,7635,7635,63,63.0,59,59.0,True,BFS_HOTEL_CAPACITY_DATA,17.71319018404908,BFS_HOTEL_CAPACITY_DATA
Vevey,2023,7,2023-07-01,13711,13711.0,6698,6698.0,7302,7302.0,6409.0,9.52602664083756,BFS_HOTEL_DATA,5890,11,11,404,404,652,652,6698,6698,13711,13711,8391,8391,67,67.0,68,68.0,True,BFS_HOTEL_CAPACITY_DATA,21.029141104294478,BFS_HOTEL_CAPACITY_DATA
Vevey,2023,8,2023-08-01,11950,11950.0,5611,5611.0,6021,6021.0,5929.0,9.38857023586688,BFS_HOTEL_DATA,5890,11,11,404,404,652,652,5611,5611,11950,11950,7674,7674,61,61.0,59,59.0,True,BFS_HOTEL_CAPACITY_DATA,18.328220858895705,BFS_HOTEL_CAPACITY_DATA
Vevey,2023,9,2023-09-01,10809,10809.0,5584,5584.0,5024,5024.0,5785.0,9.288226910633254,BFS_HOTEL_DATA,5890,11,11,404,404,652,652,5584,5584,10809,10809,7220,7220,60,60.0,55,55.0,True,BFS_HOTEL_CAPACITY_DATA,16.578220858895705,BFS_HOTEL_CAPACITY_DATA
Vevey,2023,10,2023-10-01,8423,8423.0,4182,4182.0,4171,4171.0,4252.0,9.03884005381381,BFS_HOTEL_DATA,5890,11,11,404,404,652,652,4182,4182,8423,8423,5836,5836,47,47.0,42,42.0,True,BFS_HOTEL_CAPACITY_DATA,12.918711656441717,BFS_HOTEL_CAPACITY_DATA
Vevey,2023,11,2023-11-01,5797,5797.0,2883,2883.0,2624,2624.0,3173.0,8.6652683094816,BFS_HOTEL_DATA,5890,11,11,404,404,652,652,2883,2883,5797,5797,4455,4455,37,37.0,30,30.0,True,BFS_HOTEL_CAPACITY_DATA,8.891104294478527,BFS_HOTEL_CAPACITY_DATA
Vevey,2023,12,2023-12-01,7382,7382.0,4124,4124.0,3356,3356.0,4026.0,8.906935339059165,BFS_HOTEL_DATA,5890,11,11,404,404,652,652,4124,4124,7382,7382,4698,4698,38,38.0,37,37.0,True,BFS_HOTEL_CAPACITY_DATA,11.322085889570552,BFS_HOTEL_CAPACITY_DATA
Vevey,2024,1,2024-01-01,4648,4648.0,2455,2455.0,2202,2202.0,2446.0,8.444407421690585,BFS_HOTEL_DATA,5890,11,11,404,404,652,652,2455,2455,4648,4648,3580,3580,29,29.0,24,24.0,True,BFS_HOTEL_CAPACITY_DATA,7.128834355828221,BFS_HOTEL_CAPACITY_DATA
Vevey,2024,2,2024-02-01,5425,5425.0,2748,2748.0,2429,2429.0,2996.0,8.598957493218878,BFS_HOTEL_DATA,5890,11,11,404,404,652,652,2748,2748,5425,5425,4183,4183,36,36.0,29,29.0,True,BFS_HOTEL_CAPACITY_DATA,8.320552147239264,BFS_HOTEL_CAPACITY_DATA
Vevey,2024,3,2024-03-01,6266,6266.0,3187,3187.0,3490,3490.0,2776.0,8.743053050224676,BFS_HOTEL_DATA,5890,11,11,404,404,652,652,3187,3187,6266,6266,4606,4606,37,37.0,31,31.0,True,BFS_HOTEL_CAPACITY_DATA,9.610429447852761,BFS_HOTEL_CAPACITY_DATA
Vevey,2024,4,2024-04-01,6534,6534.0,3579,3579.0,3318,3318.0,3216.0,8.784927626058323,BFS_HOTEL_DATA,5890,11,11,404,404,652,652,3579,3579,6534,6534,4822,4822,40,40.0,33,33.0,True,BFS_HOTEL_CAPACITY_DATA,10.021472392638037,BFS_HOTEL_CAPACITY_DATA
Vevey,2024,5,2024-05-01,9752,9752.0,4845,4845.0,4649,4649.0,5103.0,9.185330208972015,BFS_HOTEL_DATA,5890,11,11,404,404,652,652,4845,4845,9752,9752,6901,6901,55,55.0,48,48.0,True,BFS_HOTEL_CAPACITY_DATA,14.957055214723926,BFS_HOTEL_CAPACITY_DATA
Vevey,2024,6,2024-06-01,11182,11182.0,5394,5394.0,4694,4694.0,6488.0,9.322150047028188,BFS_HOTEL_DATA,5890,11,11,404,404,652,652,5394,5394,11182,11182,7966,7966,66,66.0,57,57.0,True,BFS_HOTEL_CAPACITY_DATA,17.150306748466257,BFS_HOTEL_CAPACITY_DATA
Vevey,2024,7,2024-07-01,13786,13786.0,6839,6839.0,6556,6556.0,7230.0,9.531481398171628,BFS_HOTEL_DATA,5890,11,11,404,404,652,652,6839,6839,13786,13786,8714,8714,70,70.0,68,68.0,True,BFS_HOTEL_CAPACITY_DATA,21.144171779141104,BFS_HOTEL_CAPACITY_DATA
Vevey,2024,8,2024-08-01,11296,11296.0,5262,5262.0,4591,4591.0,6705.0,9.33229248272693,BFS_HOTEL_DATA,5890,11,11,404,404,652,652,5262,5262,11296,11296,7128,7128,57,57.0,56,56.0,True,BFS_HOTEL_CAPACITY_DATA,17.32515337423313,BFS_HOTEL_CAPACITY_DATA
Vevey,2024,9,2024-09-01,11190,11190.0,5604,5604.0,4556,4556.0,6634.0,9.322865162818028,BFS_HOTEL_DATA,5890,11,11,404,404,652,652,5604,5604,11190,11190,8255,8255,68,68.0,57,57.0,True,BFS_HOTEL_CAPACITY_DATA,17.162576687116566,BFS_HOTEL_CAPACITY_DATA
Vevey,2024,10,2024-10-01,7888,7888.0,3903,3903.0,3600,3600.0,4288.0,8.97322466309509,BFS_HOTEL_DATA,5890,11,11,404,404,652,652,3903,3903,7888,7888,5741,5741,46,46.0,39,39.0,True,BFS_HOTEL_CAPACITY_DATA,12.098159509202453,BFS_HOTEL_CAPACITY_DATA
Vevey,2024,11,2024-11-01,6911,6911.0,3691,3691.0,3220,3220.0,3691.0,8.841014310483892,BFS_HOTEL_DATA,5890,11,11,402,402,661,661,3691,3691,6911,6911,5060,5060,42,42.0,35,35.0,True,BFS_HOTEL_CAPACITY_DATA,10.4553706505295,BFS_HOTEL_CAPACITY_DATA
Vevey,2024,12,2024-12-01,8790,8790.0,4755,4755.0,3974,3974.0,4816.0,9.08148374985118,BFS_HOTEL_DATA,5890,11,11,402,402,661,661,4755,4755,8790,8790,4886,4886,40,40.0,44,44.0,True,BFS_HOTEL_CAPACITY_DATA,13.29803328290469,BFS_HOTEL_CAPACITY_DATA
Vevey,2025,1,2025-01-01,5885,5885.0,2552,2552.0,2443,2443.0,3442.0,8.680331928793418,BFS_HOTEL_DATA,5890,11,11,395,395,647,647,2552,2552,5885,5885,4771,4771,40,40.0,30,30.0,True,BFS_HOTEL_CAPACITY_DATA,9.09582689335394,BFS_HOTEL_CAPACITY_DATA
Vevey,2025,2,2025-02-01,6477,6477.0,2804,2804.0,2974,2974.0,3503.0,8.776167099731275,BFS_HOTEL_DATA,5890,11,11,395,395,647,647,2804,2804,6477,6477,4659,4659,42,42.0,36,36.0,True,BFS_HOTEL_CAPACITY_DATA,10.01081916537867,BFS_HOTEL_CAPACITY_DATA
Vevey,2025,3,2025-03-01,6520,6520.0,3258,3258.0,2608,2608.0,3912.0,8.782783017393202,BFS_HOTEL_DATA,5890,11,11,395,395,647,647,3258,3258,6520,6520,5105,5105,42,42.0,33,33.0,True,BFS_HOTEL_CAPACITY_DATA,10.077279752704792,BFS_HOTEL_CAPACITY_DATA
Vevey,2025,4,2025-04-01,6585,6585.0,3480,3480.0,3194,3194.0,3391.0,8.792701462936309,BFS_HOTEL_DATA,5890,11,11,398,398,653,653,3480,3480,6585,6585,4520,4520,38,38.0,34,34.0,True,BFS_HOTEL_CAPACITY_DATA,10.084226646248085,BFS_HOTEL_CAPACITY_DATA
Vevey,2025,5,2025-05-01,10444,10444.0,5671,5671.0,4240,4240.0,6204.0,9.253878673990666,BFS_HOTEL_DATA,5890,11,11,398,398,653,653,5671,5671,10444,10444,7175,7175,58,58.0,52,52.0,True,BFS_HOTEL_CAPACITY_DATA,15.993874425727412,BFS_HOTEL_CAPACITY_DATA
Vevey,2025,6,2025-06-01,11601,11601.0,6282,6282.0,4539,4539.0,7062.0,9.358932776026007,BFS_HOTEL_DATA,5890,11,11,398,398,653,653,6282,6282,11601,11601,7928,7928,66,66.0,59,59.0,True,BFS_HOTEL_CAPACITY_DATA,17.76569678407351,BFS_HOTEL_CAPACITY_DATA
Vevey,2025,7,2025-07-01,13131,13131.0,6830,6830.0,5016,5016.0,8115.0,9.482807278621484,BFS_HOTEL_DATA,5890,11,11,398,398,653,653,6830,6830,13131,13131,7995,7995,65,65.0,65,65.0,True,BFS_HOTEL_CAPACITY_DATA,20.108728943338438,BFS_HOTEL_CAPACITY_DATA
Vevey,2025,8,2025-08-01,12050,12050.0,5988,5988.0,4537,4537.0,7513.0,9.396902923027392,BFS_HOTEL_DATA,5890,10,10,384,384,625,625,5988,5988,12050,12050,7020,7020,59,59.0,62,62.0,True,BFS_HOTEL_CAPACITY_DATA,19.28,BFS_HOTEL_CAPACITY_DATA
Vevey,2025,9,2025-09-01,11270,11270.0,6033,6033.0,3893,3893.0,7377.0,9.329988334242078,BFS_HOTEL_DATA,5890,10,10,384,384,625,625,6033,6033,11270,11270,7641,7641,66,66.0,60,60.0,True,BFS_HOTEL_CAPACITY_DATA,18.032,BFS_HOTEL_CAPACITY_DATA
Vevey,2025,10,2025-10-01,7139,7139.0,3800,3800.0,3474,3474.0,3665.0,8.87346805533363,BFS_HOTEL_DATA,5890,10,10,384,384,625,625,3800,3800,7139,7139,4809,4809,40,40.0,37,37.0,True,BFS_HOTEL_CAPACITY_DATA,11.4224,BFS_HOTEL_CAPACITY_DATA
Vevey,2025,11,2025-11-01,6022,6022.0,3293,3293.0,2598,2598.0,3424.0,8.70334075304372,BFS_HOTEL_DATA,5890,10,10,384,384,625,625,3293,3293,6022,6022,4276,4276,37,37.0,32,32.0,True,BFS_HOTEL_CAPACITY_DATA,9.6352,BFS_HOTEL_CAPACITY_DATA
Vevey,2025,12,2025-12-01,8623,8623.0,5084,5084.0,3698,3698.0,4925.0,9.06230429314878,BFS_HOTEL_DATA,5890,10,10,384,384,625,625,5084,5084,8623,8623,4886,4886,41,41.0,45,45.0,True,BFS_HOTEL_CAPACITY_DATA,13.7968,BFS_HOTEL_CAPACITY_DATA
Vevey,2026,1,2026-01-01,5319,5319.0,2653,2653.0,2093,2093.0,3226.0,8.57922858233569,BFS_HOTEL_DATA,5890,10,10,384,384,625,625,2653,2653,5319,5319,4054,4054,34,34.0,27,27.0,True,BFS_HOTEL_CAPACITY_DATA,8.5104,BFS_HOTEL_CAPACITY_DATA
Vevey,2026,2,2026-02-01,5470,5470.0,2894,2894.0,2229,2229.0,3241.0,8.607216694063826,BFS_HOTEL_DATA,5890,10,10,384,384,625,625,2894,2894,5470,5470,4197,4197,39,39.0,31,31.0,True,BFS_HOTEL_CAPACITY_DATA,8.752,BFS_HOTEL_CAPACITY_DATA
Vevey,2026,3,2026-03-01,7144,7144.0,3670,3670.0,2902,2902.0,4242.0,8.874168090363968,BFS_HOTEL_DATA,5890,10,10,384,384,625,625,3670,3670,7144,7144,5238,5238,44,44.0,37,37.0,True,BFS_HOTEL_CAPACITY_DATA,11.4304,BFS_HOTEL_CAPACITY_DATA
Vevey,2026,4,2026-04-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5890,10,10,384,384,625,625,3907,3907,7423,7423,5001,5001,43,43.0,40,40.0,True,BFS_HOTEL_CAPACITY_DATA,11.8768,BFS_HOTEL_CAPACITY_DATA
Vevey,2026,5,2026-05-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5890,10,10,384,384,625,625,5738,5738,11457,11457,7387,7387,62,62.0,59,59.0,True,BFS_HOTEL_CAPACITY_DATA,18.3312,BFS_HOTEL_CAPACITY_DATA
Vevey,2026,6,2026-06-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5890,10,10,384,384,625,625,5890,5890,11205,11205,7664,7664,67,67.0,60,60.0,True,BFS_HOTEL_CAPACITY_DATA,17.928,BFS_HOTEL_CAPACITY_DATA
Vevey,2026,7,2026-07-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5890,10,10,384,384,625,625,7067,7067,14438,14438,8539,8539,72,72.0,75,75.0,True,BFS_HOTEL_CAPACITY_DATA,23.1008,BFS_HOTEL_CAPACITY_DATA
Vevey,2026,8,2026-08-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5890,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Vevey,2026,9,2026-09-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5890,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Vevey,2026,10,2026-10-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5890,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Vevey,2026,11,2026-11-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5890,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Vevey,2026,12,2026-12-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5890,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2013,1,2013-01-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2013,2,2013-02-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2013,3,2013-03-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2013,4,2013-04-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2013,5,2013-05-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2013,6,2013-06-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2013,7,2013-07-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2013,8,2013-08-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2013,9,2013-09-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2013,10,2013-10-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2013,11,2013-11-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2013,12,2013-12-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2014,1,2014-01-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2014,2,2014-02-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2014,3,2014-03-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2014,4,2014-04-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2014,5,2014-05-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2014,6,2014-06-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2014,7,2014-07-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2014,8,2014-08-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2014,9,2014-09-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2014,10,2014-10-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2014,11,2014-11-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2014,12,2014-12-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2015,1,2015-01-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2015,2,2015-02-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2015,3,2015-03-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2015,4,2015-04-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2015,5,2015-05-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2015,6,2015-06-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2015,7,2015-07-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2015,8,2015-08-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2015,9,2015-09-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2015,10,2015-10-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2015,11,2015-11-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2015,12,2015-12-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2016,1,2016-01-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2016,2,2016-02-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2016,3,2016-03-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2016,4,2016-04-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2016,5,2016-05-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
Blonay - Saint-Légier,2016,6,2016-06-01,...,NA,...,NA,...,NA,NA,NA,BFS_HOTEL_DATA,5892,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,...,NA,False,BFS_HOTEL_CAPACITY_DATA,NA,BFS_HOTEL_CAPACITY_DATA
