Commune,year,annual_nights,municipality_name_source,sum,count,difference_when_complete
Herzogenbuchsee,2014,5916,Herzogenbuchsee,5916,12,0
Herzogenbuchsee,2015,6726,Herzogenbuchsee,6726,12,0
Herzogenbuchsee,2016,7298,Herzogenbuchsee,7298,12,0
Herzogenbuchsee,2017,7283,Herzogenbuchsee,7283,12,0
Herzogenbuchsee,2018,8487,Herzogenbuchsee,8487,12,0
Herzogenbuchsee,2019,7196,Herzogenbuchsee,7196,12,0
Herzogenbuchsee,2020,5810,Herzogenbuchsee,5810,12,0
Herzogenbuchsee,2021,5741,Herzogenbuchsee,5741,12,0
Herzogenbuchsee,2022,4063,Herzogenbuchsee,4063,12,0
Herzogenbuchsee,2023,5276,Herzogenbuchsee,5276,12,0
Herzogenbuchsee,2024,5381,Herzogenbuchsee,5381,12,0
Herzogenbuchsee,2025,5933,Herzogenbuchsee,5933,12,0
Herzogenbuchsee,2026,NA,Herzogenbuchsee,819,3,NA
Emmen,2013,32630,Emmen,32630,12,0
Emmen,2014,35759,Emmen,35759,12,0
Emmen,2015,32894,Emmen,32894,12,0
Emmen,2016,34750,Emmen,34750,12,0
Emmen,2017,34341,Emmen,34341,12,0
Emmen,2018,30582,Emmen,30582,12,0
Emmen,2019,31523,Emmen,31523,12,0
Emmen,2020,20547,Emmen,20547,12,0
Emmen,2021,20578,Emmen,20578,12,0
Emmen,2022,33225,Emmen,33225,12,0
Emmen,2023,34236,Emmen,34236,12,0
Emmen,2024,35073,Emmen,35073,12,0
Emmen,2025,35968,Emmen,35968,12,0
Emmen,2026,NA,Emmen,5799,3,NA
Kriens,2013,55587,Kriens,55587,12,0
Kriens,2014,62049,Kriens,62049,12,0
Kriens,2015,58632,Kriens,58632,12,0
Kriens,2016,57003,Kriens,57003,12,0
Kriens,2017,54715,Kriens,54715,12,0
Kriens,2018,55280,Kriens,55280,12,0
Kriens,2019,100601,Kriens,100601,12,0
Kriens,2020,45658,Kriens,45474,10,NA
Kriens,2021,61540,Kriens,61540,12,0
Kriens,2022,118075,Kriens,118075,12,0
Kriens,2023,142288,Kriens,142288,12,0
Kriens,2024,137113,Kriens,137113,12,0
Kriens,2025,136580,Kriens,136580,12,0
Kriens,2026,NA,Kriens,21709,3,NA
Luzern,2013,1175670,Luzern,1175670,12,0
Luzern,2014,1218169,Luzern,1218169,12,0
Luzern,2015,1279825,Luzern,1279825,12,0
Luzern,2016,1269774,Luzern,1269774,12,0
Luzern,2017,1343229,Luzern,1343229,12,0
Luzern,2018,1399288,Luzern,1399288,12,0
Luzern,2019,1382980,Luzern,1382980,12,0
Luzern,2020,484891,Luzern,484891,12,0
Luzern,2021,619486,Luzern,619486,12,0
Luzern,2022,1099435,Luzern,1099435,12,0
Luzern,2023,1328369,Luzern,1328369,12,0
Luzern,2024,1412735,Luzern,1412735,12,0
Luzern,2025,1484648,Luzern,1484648,12,0
Luzern,2026,NA,Luzern,234234,3,NA
Meggen,2013,15282,Meggen,15282,12,0
Meggen,2014,14945,Meggen,14945,12,0
Meggen,2015,15276,Meggen,15276,12,0
Meggen,2016,15300,Meggen,15300,12,0
Meggen,2017,15210,Meggen,15210,12,0
Meggen,2018,16121,Meggen,16121,12,0
Meggen,2019,14961,Meggen,14961,12,0
Meggen,2020,6789,Meggen,6789,12,0
Meggen,2021,9749,Meggen,9749,12,0
Meggen,2022,13285,Meggen,13285,12,0
Meggen,2023,15675,Meggen,15675,12,0
Meggen,2024,15751,Meggen,15751,12,0
Meggen,2025,16297,Meggen,16297,12,0
Meggen,2026,NA,Meggen,1692,3,NA
Vitznau,2013,49414,Vitznau,49414,12,0
Vitznau,2014,57237,Vitznau,57237,12,0
Vitznau,2015,58230,Vitznau,58230,12,0
Vitznau,2016,57739,Vitznau,57739,12,0
Vitznau,2017,61211,Vitznau,61211,12,0
Vitznau,2018,66266,Vitznau,66266,12,0
Vitznau,2019,68435,Vitznau,68435,12,0
Vitznau,2020,58126,Vitznau,58126,12,0
Vitznau,2021,70820,Vitznau,70820,12,0
Vitznau,2022,83587,Vitznau,83587,12,0
Vitznau,2023,87486,Vitznau,87486,12,0
Vitznau,2024,89562,Vitznau,89562,12,0
Vitznau,2025,86841,Vitznau,86841,12,0
Vitznau,2026,NA,Vitznau,4960,3,NA
Weggis,2013,170288,Weggis,170288,12,0
Weggis,2014,193543,Weggis,193543,12,0
Weggis,2015,219771,Weggis,219771,12,0
Weggis,2016,233486,Weggis,233486,12,0
Weggis,2017,236998,Weggis,236998,12,0
Weggis,2018,229245,Weggis,229245,12,0
Weggis,2019,220235,Weggis,220235,12,0
Weggis,2020,160549,Weggis,160549,12,0
Weggis,2021,228893,Weggis,228893,12,0
Weggis,2022,214817,Weggis,214817,12,0
Weggis,2023,212252,Weggis,212252,12,0
Weggis,2024,200213,Weggis,200213,12,0
Weggis,2025,198583,Weggis,198583,12,0
Weggis,2026,NA,Weggis,31854,3,NA
Sursee,2013,19678,Sursee,19678,12,0
Sursee,2014,18483,Sursee,18483,12,0
Sursee,2015,19201,Sursee,19201,12,0
Sursee,2016,20562,Sursee,20562,12,0
Sursee,2017,18810,Sursee,18810,12,0
Sursee,2018,17278,Sursee,17278,12,0
Sursee,2019,31554,Sursee,31554,12,0
Sursee,2020,20765,Sursee,20765,12,0
Sursee,2021,27628,Sursee,27628,12,0
Sursee,2022,36400,Sursee,36400,12,0
Sursee,2023,44472,Sursee,44472,12,0
Sursee,2024,45337,Sursee,45337,12,0
Sursee,2025,45307,Sursee,45307,12,0
Sursee,2026,NA,Sursee,6992,3,NA
Andermatt,2013,62174,Andermatt,62174,12,0
Andermatt,2014,83027,Andermatt,83027,12,0
Andermatt,2015,80709,Andermatt,80709,12,0
Andermatt,2016,87478,Andermatt,87478,12,0
Andermatt,2017,97020,Andermatt,97020,12,0
Andermatt,2018,101877,Andermatt,101877,12,0
Andermatt,2019,156613,Andermatt,156613,12,0
Andermatt,2020,155814,Andermatt,155814,12,0
Andermatt,2021,185142,Andermatt,185142,12,0
Andermatt,2022,183243,Andermatt,183243,12,0
Andermatt,2023,152220,Andermatt,152220,12,0
Andermatt,2024,141591,Andermatt,141591,12,0
Andermatt,2025,144668,Andermatt,144668,12,0
Andermatt,2026,NA,Andermatt,47152,3,NA
Gurtnellen,2013,4624,Gurtnellen,4624,12,0
Gurtnellen,2014,3832,Gurtnellen,3832,12,0
Gurtnellen,2015,3871,Gurtnellen,3871,12,0
Gurtnellen,2016,4977,Gurtnellen,4977,12,0
Gurtnellen,2017,5092,Gurtnellen,5092,12,0
Gurtnellen,2018,5715,Gurtnellen,5715,12,0
Gurtnellen,2019,5905,Gurtnellen,5905,12,0
Gurtnellen,2020,4059,Gurtnellen,4059,11,NA
Gurtnellen,2021,5502,Gurtnellen,5502,12,0
Gurtnellen,2022,5992,Gurtnellen,5992,12,0
Gurtnellen,2023,7520,Gurtnellen,7520,12,0
Gurtnellen,2024,7910,Gurtnellen,7910,12,0
Gurtnellen,2025,6256,Gurtnellen,6256,12,0
Gurtnellen,2026,NA,Gurtnellen,1246,3,NA
Einsiedeln,2013,61374,Einsiedeln,61374,12,0
Einsiedeln,2014,58509,Einsiedeln,58509,12,0
Einsiedeln,2015,60211,Einsiedeln,60211,12,0
Einsiedeln,2016,55090,Einsiedeln,55090,12,0
Einsiedeln,2017,57462,Einsiedeln,57462,12,0
Einsiedeln,2018,57977,Einsiedeln,57977,12,0
Einsiedeln,2019,55873,Einsiedeln,55873,12,0
Einsiedeln,2020,32340,Einsiedeln,32340,12,0
Einsiedeln,2021,42900,Einsiedeln,42900,12,0
Einsiedeln,2022,57217,Einsiedeln,57217,12,0
Einsiedeln,2023,56070,Einsiedeln,56070,12,0
Einsiedeln,2024,59757,Einsiedeln,59757,12,0
Einsiedeln,2025,56057,Einsiedeln,56057,12,0
Einsiedeln,2026,NA,Einsiedeln,9478,3,NA
Feusisberg,2013,54286,Feusisberg,54286,12,0
Feusisberg,2014,54057,Feusisberg,54057,12,0
Feusisberg,2015,50802,Feusisberg,50802,12,0
Feusisberg,2016,44475,Feusisberg,44475,12,0
Feusisberg,2017,47090,Feusisberg,47090,12,0
Feusisberg,2018,50237,Feusisberg,50237,12,0
Feusisberg,2019,50177,Feusisberg,50177,12,0
Feusisberg,2020,26869,Feusisberg,26869,12,0
Feusisberg,2021,46246,Feusisberg,46246,12,0
Feusisberg,2022,50578,Feusisberg,50578,12,0
Feusisberg,2023,47499,Feusisberg,47499,12,0
Feusisberg,2024,59848,Feusisberg,59848,12,0
Feusisberg,2025,57697,Feusisberg,57697,12,0
Feusisberg,2026,NA,Feusisberg,9999,3,NA
Freienbach,2013,53578,Freienbach,53578,12,0
Freienbach,2014,54476,Freienbach,54476,12,0
Freienbach,2015,59998,Freienbach,59998,12,0
Freienbach,2016,53582,Freienbach,53582,12,0
Freienbach,2017,57576,Freienbach,57576,12,0
Freienbach,2018,59264,Freienbach,59264,12,0
Freienbach,2019,59305,Freienbach,59305,12,0
Freienbach,2020,26643,Freienbach,26643,12,0
Freienbach,2021,38413,Freienbach,38413,12,0
Freienbach,2022,51143,Freienbach,51143,12,0
Freienbach,2023,56914,Freienbach,56914,12,0
Freienbach,2024,56594,Freienbach,56594,12,0
Freienbach,2025,50165,Freienbach,50165,12,0
Freienbach,2026,NA,Freienbach,7196,3,NA
Küssnacht (SZ),2013,59540,Küssnacht (SZ),59540,12,0
Küssnacht (SZ),2014,62997,Küssnacht (SZ),62997,12,0
Küssnacht (SZ),2015,61077,Küssnacht (SZ),61077,12,0
Küssnacht (SZ),2016,58750,Küssnacht (SZ),58750,12,0
Küssnacht (SZ),2017,44953,Küssnacht (SZ),44953,12,0
Küssnacht (SZ),2018,42097,Küssnacht (SZ),42097,12,0
Küssnacht (SZ),2019,41593,Küssnacht (SZ),41593,12,0
Küssnacht (SZ),2020,19431,Küssnacht (SZ),19431,12,0
Küssnacht (SZ),2021,27360,Küssnacht (SZ),27360,12,0
Küssnacht (SZ),2022,33516,Küssnacht (SZ),33516,12,0
Küssnacht (SZ),2023,38820,Küssnacht (SZ),38820,12,0
Küssnacht (SZ),2024,40918,Küssnacht (SZ),40918,12,0
Küssnacht (SZ),2025,39759,Küssnacht (SZ),39759,12,0
Küssnacht (SZ),2026,NA,Küssnacht (SZ),4664,3,NA
Ingenbohl,2013,84371,Ingenbohl,84371,12,0
Ingenbohl,2014,73834,Ingenbohl,73834,12,0
Ingenbohl,2015,80753,Ingenbohl,80753,12,0
Ingenbohl,2016,66487,Ingenbohl,66487,12,0
Ingenbohl,2017,59923,Ingenbohl,59923,12,0
Ingenbohl,2018,64063,Ingenbohl,64063,12,0
Ingenbohl,2019,65150,Ingenbohl,65150,12,0
Ingenbohl,2020,47621,Ingenbohl,47621,12,0
Ingenbohl,2021,66408,Ingenbohl,66408,12,0
Ingenbohl,2022,62017,Ingenbohl,62017,12,0
Ingenbohl,2023,59769,Ingenbohl,59769,12,0
Ingenbohl,2024,58658,Ingenbohl,58658,12,0
Ingenbohl,2025,52516,Ingenbohl,52516,12,0
Ingenbohl,2026,NA,Ingenbohl,7105,3,NA
Morschach,2013,198080,Morschach,198080,12,0
Morschach,2014,196720,Morschach,196720,12,0
Morschach,2015,190769,Morschach,190769,12,0
Morschach,2016,196101,Morschach,196101,12,0
Morschach,2017,194177,Morschach,194177,12,0
Morschach,2018,204840,Morschach,204840,12,0
Morschach,2019,199213,Morschach,199213,12,0
Morschach,2020,188466,Morschach,188466,12,0
Morschach,2021,269702,Morschach,269702,12,0
Morschach,2022,234655,Morschach,234655,12,0
Morschach,2023,266958,Morschach,266958,12,0
Morschach,2024,272628,Morschach,272628,12,0
Morschach,2025,277256,Morschach,277256,12,0
Morschach,2026,NA,Morschach,67689,3,NA
Schwyz,2013,16745,Schwyz,16745,12,0
Schwyz,2014,20823,Schwyz,20823,12,0
Schwyz,2015,18543,Schwyz,18543,12,0
Schwyz,2016,19938,Schwyz,19938,12,0
Schwyz,2017,16234,Schwyz,16234,12,0
Schwyz,2018,17112,Schwyz,17112,12,0
Schwyz,2019,21135,Schwyz,21135,12,0
Schwyz,2020,15758,Schwyz,15758,12,0
Schwyz,2021,12666,Schwyz,12666,12,0
Schwyz,2022,16978,Schwyz,16978,12,0
Schwyz,2023,20443,Schwyz,20443,12,0
Schwyz,2024,21107,Schwyz,21107,12,0
Schwyz,2025,17242,Schwyz,17242,12,0
Schwyz,2026,NA,Schwyz,3418,3,NA
Engelberg,2013,316063,Engelberg,316063,12,0
Engelberg,2014,325679,Engelberg,325679,12,0
Engelberg,2015,354960,Engelberg,354960,12,0
Engelberg,2016,331656,Engelberg,331656,12,0
Engelberg,2017,362248,Engelberg,362248,12,0
Engelberg,2018,383405,Engelberg,383405,12,0
Engelberg,2019,358572,Engelberg,358572,12,0
Engelberg,2020,158528,Engelberg,158528,12,0
Engelberg,2021,162531,Engelberg,162531,12,0
Engelberg,2022,254663,Engelberg,254663,12,0
Engelberg,2023,324371,Engelberg,324371,12,0
Engelberg,2024,328506,Engelberg,328506,12,0
Engelberg,2025,328002,Engelberg,328002,12,0
Engelberg,2026,NA,Engelberg,86267,3,NA
Sachseln,2013,78079,Sachseln,78079,12,0
Sachseln,2014,85837,Sachseln,85837,12,0
Sachseln,2015,86447,Sachseln,86447,12,0
Sachseln,2016,78733,Sachseln,78733,12,0
Sachseln,2017,77139,Sachseln,77139,12,0
Sachseln,2018,67975,Sachseln,67975,12,0
Sachseln,2019,74457,Sachseln,74457,12,0
Sachseln,2020,37614,Sachseln,37614,12,0
Sachseln,2021,48370,Sachseln,48370,12,0
Sachseln,2022,58306,Sachseln,58306,12,0
Sachseln,2023,62966,Sachseln,62966,12,0
Sachseln,2024,66463,Sachseln,66463,12,0
Sachseln,2025,63762,Sachseln,63762,12,0
Sachseln,2026,NA,Sachseln,7681,3,NA
Sarnen,2013,52526,Sarnen,52526,12,0
Sarnen,2014,53822,Sarnen,53822,12,0
Sarnen,2015,57837,Sarnen,57837,12,0
Sarnen,2016,52613,Sarnen,52613,12,0
Sarnen,2017,54459,Sarnen,54459,12,0
Sarnen,2018,57752,Sarnen,57752,12,0
Sarnen,2019,57446,Sarnen,57446,12,0
Sarnen,2020,43299,Sarnen,43299,12,0
Sarnen,2021,54921,Sarnen,54921,12,0
Sarnen,2022,57195,Sarnen,57195,12,0
Sarnen,2023,59361,Sarnen,59361,12,0
Sarnen,2024,54880,Sarnen,54880,12,0
Sarnen,2025,63024,Sarnen,63024,12,0
Sarnen,2026,NA,Sarnen,11421,3,NA
Beckenried,2013,22205,Beckenried,22205,12,0
Beckenried,2014,24379,Beckenried,24379,12,0
Beckenried,2015,27293,Beckenried,27293,12,0
Beckenried,2016,35625,Beckenried,35625,12,0
Beckenried,2017,36192,Beckenried,36192,12,0
Beckenried,2018,38313,Beckenried,38313,12,0
Beckenried,2019,38827,Beckenried,38827,12,0
Beckenried,2020,31365,Beckenried,30071,10,NA
Beckenried,2021,37023,Beckenried,37023,12,0
Beckenried,2022,38180,Beckenried,38180,12,0
Beckenried,2023,41618,Beckenried,41618,12,0
Beckenried,2024,42020,Beckenried,42020,12,0
Beckenried,2025,41316,Beckenried,41316,12,0
Beckenried,2026,NA,Beckenried,7175,3,NA
Emmetten,2013,42192,Emmetten,42192,12,0
Emmetten,2014,45776,Emmetten,45776,12,0
Emmetten,2015,44385,Emmetten,44385,12,0
Emmetten,2016,40563,Emmetten,40563,12,0
Emmetten,2017,41062,Emmetten,41062,12,0
Emmetten,2018,38389,Emmetten,38389,12,0
Emmetten,2019,31486,Emmetten,31486,12,0
Emmetten,2020,17504,Emmetten,16991,10,NA
Emmetten,2021,27375,Emmetten,27375,12,0
Emmetten,2022,36168,Emmetten,36168,12,0
Emmetten,2023,34619,Emmetten,34619,12,0
Emmetten,2024,40417,Emmetten,40417,12,0
Emmetten,2025,46089,Emmetten,46089,12,0
Emmetten,2026,NA,Emmetten,9279,3,NA
Glarus Nord,2013,61709,Glarus Nord,61709,12,0
Glarus Nord,2014,63398,Glarus Nord,63398,12,0
Glarus Nord,2015,60292,Glarus Nord,60292,12,0
Glarus Nord,2016,61504,Glarus Nord,61504,12,0
Glarus Nord,2017,61208,Glarus Nord,61208,12,0
Glarus Nord,2018,59976,Glarus Nord,59976,12,0
Glarus Nord,2019,55309,Glarus Nord,55309,12,0
Glarus Nord,2020,29027,Glarus Nord,29027,12,0
Glarus Nord,2021,34621,Glarus Nord,34621,12,0
Glarus Nord,2022,58014,Glarus Nord,58014,12,0
Glarus Nord,2023,71483,Glarus Nord,71483,12,0
Glarus Nord,2024,76054,Glarus Nord,76054,12,0
Glarus Nord,2025,69871,Glarus Nord,69871,12,0
Glarus Nord,2026,NA,Glarus Nord,12253,3,NA
Glarus Süd,2013,53806,Glarus Süd,53806,12,0
Glarus Süd,2014,53207,Glarus Süd,53207,12,0
Glarus Süd,2015,54469,Glarus Süd,54469,12,0
Glarus Süd,2016,52422,Glarus Süd,52422,12,0
Glarus Süd,2017,55386,Glarus Süd,55386,12,0
Glarus Süd,2018,60831,Glarus Süd,60831,12,0
Glarus Süd,2019,64293,Glarus Süd,64293,12,0
Glarus Süd,2020,64460,Glarus Süd,64460,12,0
Glarus Süd,2021,69721,Glarus Süd,69721,12,0
Glarus Süd,2022,67998,Glarus Süd,67998,12,0
Glarus Süd,2023,64051,Glarus Süd,64051,12,0
Glarus Süd,2024,60499,Glarus Süd,60499,12,0
Glarus Süd,2025,68041,Glarus Süd,68041,12,0
Glarus Süd,2026,NA,Glarus Süd,18136,3,NA
Unterägeri,2013,35020,Unterägeri,35020,12,0
Unterägeri,2014,36744,Unterägeri,36744,12,0
Unterägeri,2015,26171,Unterägeri,26171,12,0
Unterägeri,2016,21826,Unterägeri,21826,12,0
Unterägeri,2017,26527,Unterägeri,26527,12,0
Unterägeri,2018,25271,Unterägeri,25271,12,0
Unterägeri,2019,26070,Unterägeri,26070,12,0
Unterägeri,2020,10418,Unterägeri,10418,12,0
Unterägeri,2021,15267,Unterägeri,15267,12,0
Unterägeri,2022,17265,Unterägeri,17265,12,0
Unterägeri,2023,25084,Unterägeri,25084,12,0
Unterägeri,2024,23900,Unterägeri,23900,12,0
Unterägeri,2025,15478,Unterägeri,15478,12,0
Unterägeri,2026,NA,Unterägeri,2352,3,NA
Zug,2013,120555,Zug,120555,12,0
Zug,2014,124529,Zug,124529,12,0
Zug,2015,136156,Zug,136156,12,0
Zug,2016,126110,Zug,126110,12,0
Zug,2017,122478,Zug,122478,12,0
Zug,2018,121949,Zug,121949,12,0
Zug,2019,114162,Zug,114162,12,0
Zug,2020,58793,Zug,58793,12,0
Zug,2021,77524,Zug,77524,12,0
Zug,2022,109873,Zug,109873,12,0
Zug,2023,109693,Zug,109693,12,0
Zug,2024,113242,Zug,113242,12,0
Zug,2025,139860,Zug,139860,12,0
Zug,2026,NA,Zug,30513,3,NA
Haut-Intyamon,2013,5427,Haut-Intyamon,5427,12,0
Haut-Intyamon,2014,5222,Haut-Intyamon,5222,12,0
Haut-Intyamon,2015,4385,Haut-Intyamon,4385,12,0
Haut-Intyamon,2016,3032,Haut-Intyamon,3032,12,0
Haut-Intyamon,2017,3104,Haut-Intyamon,3104,12,0
Haut-Intyamon,2018,3157,Haut-Intyamon,3157,12,0
Haut-Intyamon,2019,3748,Haut-Intyamon,3748,12,0
Haut-Intyamon,2020,3273,Haut-Intyamon,3273,12,0
Haut-Intyamon,2021,2082,Haut-Intyamon,2082,12,0
Haut-Intyamon,2022,2900,Haut-Intyamon,2900,12,0
Haut-Intyamon,2023,3962,Haut-Intyamon,3962,12,0
Haut-Intyamon,2024,4248,Haut-Intyamon,4248,12,0
Haut-Intyamon,2025,3440,Haut-Intyamon,3440,12,0
Haut-Intyamon,2026,NA,Haut-Intyamon,689,3,NA
Bulle,2013,58977,Bulle,58977,12,0
Bulle,2014,58434,Bulle,58434,12,0
Bulle,2015,55748,Bulle,55748,12,0
Bulle,2016,55813,Bulle,55813,12,0
Bulle,2017,54426,Bulle,54426,12,0
Bulle,2018,48671,Bulle,48671,12,0
Bulle,2019,46562,Bulle,46562,12,0
Bulle,2020,27630,Bulle,26927,10,NA
Bulle,2021,37771,Bulle,37771,12,0
Bulle,2022,61337,Bulle,61337,12,0
Bulle,2023,69291,Bulle,69291,12,0
Bulle,2024,76731,Bulle,76731,12,0
Bulle,2025,79700,Bulle,79700,12,0
Bulle,2026,NA,Bulle,15749,3,NA
Gruyères,2013,21284,Gruyères,21284,12,0
Gruyères,2014,20955,Gruyères,20955,12,0
Gruyères,2015,21086,Gruyères,21086,12,0
Gruyères,2016,19461,Gruyères,19461,12,0
Gruyères,2017,25787,Gruyères,25787,12,0
Gruyères,2018,19749,Gruyères,19749,12,0
Gruyères,2019,23207,Gruyères,23207,12,0
Gruyères,2020,16958,Gruyères,16239,10,NA
Gruyères,2021,22184,Gruyères,22184,12,0
Gruyères,2022,29208,Gruyères,29208,12,0
Gruyères,2023,28122,Gruyères,28122,12,0
Gruyères,2024,28333,Gruyères,28333,12,0
Gruyères,2025,27078,Gruyères,27078,12,0
Gruyères,2026,NA,Gruyères,3983,3,NA
Fribourg,2013,114509,Fribourg,114509,12,0
Fribourg,2014,123644,Fribourg,123644,12,0
Fribourg,2015,118334,Fribourg,118334,12,0
Fribourg,2016,124024,Fribourg,124024,12,0
Fribourg,2017,125776,Fribourg,125776,12,0
Fribourg,2018,125673,Fribourg,125673,12,0
Fribourg,2019,124820,Fribourg,124820,12,0
Fribourg,2020,57669,Fribourg,57669,12,0
Fribourg,2021,64161,Fribourg,64161,12,0
Fribourg,2022,72053,Fribourg,72053,12,0
Fribourg,2023,74739,Fribourg,74739,12,0
Fribourg,2024,70473,Fribourg,70473,12,0
Fribourg,2025,75133,Fribourg,75133,12,0
Fribourg,2026,NA,Fribourg,14666,3,NA
Murten,2013,38787,Murten,38787,12,0
Murten,2014,39847,Murten,39847,12,0
Murten,2015,39758,Murten,39758,12,0
Murten,2016,41048,Murten,41048,12,0
Murten,2017,38473,Murten,38473,12,0
Murten,2018,38592,Murten,38592,12,0
Murten,2019,36972,Murten,36972,12,0
Murten,2020,32461,Murten,32461,12,0
Murten,2021,45409,Murten,45409,12,0
Murten,2022,38139,Murten,38139,12,0
Murten,2023,34722,Murten,34722,12,0
Murten,2024,29664,Murten,29664,12,0
Murten,2025,31402,Murten,31402,12,0
Murten,2026,NA,Murten,5484,3,NA
Plaffeien,2013,19503,Plaffeien,19503,12,0
Plaffeien,2014,18974,Plaffeien,18974,12,0
Plaffeien,2015,18465,Plaffeien,18465,12,0
Plaffeien,2016,18671,Plaffeien,18671,12,0
Plaffeien,2017,18045,Plaffeien,18045,12,0
Plaffeien,2018,17416,Plaffeien,17416,12,0
Plaffeien,2019,22332,Plaffeien,22332,12,0
Plaffeien,2020,20542,Plaffeien,19307,10,NA
Plaffeien,2021,33430,Plaffeien,33430,12,0
Plaffeien,2022,29462,Plaffeien,29462,12,0
Plaffeien,2023,29837,Plaffeien,29837,12,0
Plaffeien,2024,27558,Plaffeien,27558,12,0
Plaffeien,2025,26107,Plaffeien,26107,12,0
Plaffeien,2026,NA,Plaffeien,4811,3,NA
Egerkingen,2013,70734,Egerkingen,70734,12,0
Egerkingen,2014,65349,Egerkingen,65349,12,0
Egerkingen,2015,69567,Egerkingen,69567,12,0
Egerkingen,2016,62620,Egerkingen,62620,12,0
Egerkingen,2017,62455,Egerkingen,62455,12,0
Egerkingen,2018,72324,Egerkingen,72324,12,0
Egerkingen,2019,71164,Egerkingen,71164,12,0
Egerkingen,2020,38626,Egerkingen,38626,12,0
Egerkingen,2021,34903,Egerkingen,34903,12,0
Egerkingen,2022,49154,Egerkingen,49154,12,0
Egerkingen,2023,71916,Egerkingen,71916,12,0
Egerkingen,2024,75921,Egerkingen,75921,12,0
Egerkingen,2025,80761,Egerkingen,80761,12,0
Egerkingen,2026,NA,Egerkingen,9867,3,NA
Grenchen,2013,16842,Grenchen,16842,12,0
Grenchen,2014,16935,Grenchen,16935,12,0
Grenchen,2015,19551,Grenchen,19551,12,0
Grenchen,2016,16695,Grenchen,16695,12,0
Grenchen,2017,15560,Grenchen,15560,12,0
Grenchen,2018,15776,Grenchen,15776,12,0
Grenchen,2019,15046,Grenchen,15046,12,0
Grenchen,2020,12576,Grenchen,12576,12,0
Grenchen,2021,15320,Grenchen,15320,12,0
Grenchen,2022,18012,Grenchen,18012,12,0
Grenchen,2023,18738,Grenchen,18738,12,0
Grenchen,2024,17707,Grenchen,17707,12,0
Grenchen,2025,24573,Grenchen,24573,12,0
Grenchen,2026,NA,Grenchen,4779,3,NA
Olten,2013,57526,Olten,57526,12,0
Olten,2014,59012,Olten,59012,12,0
Olten,2015,68774,Olten,68774,12,0
Olten,2016,72296,Olten,72296,12,0
Olten,2017,72637,Olten,72637,12,0
Olten,2018,76881,Olten,76881,12,0
Olten,2019,76493,Olten,76493,12,0
Olten,2020,48077,Olten,48077,12,0
Olten,2021,57850,Olten,57850,12,0
Olten,2022,72902,Olten,72902,12,0
Olten,2023,78083,Olten,78083,12,0
Olten,2024,74237,Olten,74237,12,0
Olten,2025,79629,Olten,79629,12,0
Olten,2026,NA,Olten,16108,3,NA
Solothurn,2013,85609,Solothurn,85609,12,0
Solothurn,2014,87718,Solothurn,87718,12,0
Solothurn,2015,84228,Solothurn,84228,12,0
Solothurn,2016,87261,Solothurn,87261,12,0
Solothurn,2017,92648,Solothurn,92648,12,0
Solothurn,2018,100839,Solothurn,100839,12,0
Solothurn,2019,104867,Solothurn,104867,12,0
Solothurn,2020,72374,Solothurn,72374,12,0
Solothurn,2021,89009,Solothurn,89009,12,0
Solothurn,2022,95393,Solothurn,95393,12,0
Solothurn,2023,97637,Solothurn,97637,12,0
Solothurn,2024,97634,Solothurn,97634,12,0
Solothurn,2025,90793,Solothurn,90793,12,0
Solothurn,2026,NA,Solothurn,15380,3,NA
Basel,2013,1093573,Basel,1093573,12,0
Basel,2014,1149411,Basel,1149411,12,0
Basel,2015,1189658,Basel,1189658,12,0
Basel,2016,1205790,Basel,1205790,12,0
Basel,2017,1317865,Basel,1317865,12,0
Basel,2018,1374739,Basel,1374739,12,0
Basel,2019,1410355,Basel,1410355,12,0
Basel,2020,539890,Basel,539890,12,0
Basel,2021,776773,Basel,776773,12,0
Basel,2022,1289536,Basel,1289536,12,0
Basel,2023,1463684,Basel,1463684,12,0
Basel,2024,1543941,Basel,1543941,12,0
Basel,2025,1670768,Basel,1670768,12,0
Basel,2026,NA,Basel,306845,3,NA
Liestal,2013,32286,Liestal,32286,12,0
Liestal,2014,32226,Liestal,32226,12,0
Liestal,2015,29370,Liestal,29370,12,0
Liestal,2016,28657,Liestal,28657,12,0
Liestal,2017,27532,Liestal,27532,12,0
Liestal,2018,25317,Liestal,25317,12,0
Liestal,2019,27405,Liestal,27405,12,0
Liestal,2020,16469,Liestal,16469,12,0
Liestal,2021,22353,Liestal,22353,12,0
Liestal,2022,27231,Liestal,27231,12,0
Liestal,2023,27365,Liestal,27365,12,0
Liestal,2024,25575,Liestal,25575,12,0
Liestal,2025,24054,Liestal,24054,12,0
Liestal,2026,NA,Liestal,5128,3,NA
Pratteln,2013,90946,Pratteln,90946,12,0
Pratteln,2014,92040,Pratteln,92040,12,0
Pratteln,2015,89732,Pratteln,89732,12,0
Pratteln,2016,85137,Pratteln,85137,12,0
Pratteln,2017,97941,Pratteln,97941,12,0
Pratteln,2018,97468,Pratteln,97468,12,0
Pratteln,2019,102000,Pratteln,102000,12,0
Pratteln,2020,46442,Pratteln,45947,10,NA
Pratteln,2021,53275,Pratteln,53275,12,0
Pratteln,2022,78733,Pratteln,78733,12,0
Pratteln,2023,82332,Pratteln,82332,12,0
Pratteln,2024,90016,Pratteln,90016,12,0
