Commune,year,annual_nights,municipality_name_source,sum,count,difference_when_complete
Delémont,2017,36913,Delémont,36913,12,0
Delémont,2018,36174,Delémont,36174,12,0
Delémont,2019,36115,Delémont,36115,12,0
Delémont,2020,26403,Delémont,26403,12,0
Delémont,2021,31824,Delémont,31824,12,0
Delémont,2022,38700,Delémont,38700,12,0
Delémont,2023,43673,Delémont,43673,12,0
Delémont,2024,41028,Delémont,41028,12,0
Delémont,2025,39762,Delémont,39762,12,0
Delémont,2026,NA,Delémont,6697,3,NA
Saignelégier,2013,20100,Saignelégier,20100,12,0
Saignelégier,2014,21691,Saignelégier,21691,12,0
Saignelégier,2015,20294,Saignelégier,20294,12,0
Saignelégier,2016,20604,Saignelégier,20604,12,0
Saignelégier,2017,20187,Saignelégier,20187,12,0
Saignelégier,2018,20436,Saignelégier,20436,12,0
Saignelégier,2019,21538,Saignelégier,21538,12,0
Saignelégier,2020,21988,Saignelégier,20502,10,NA
Saignelégier,2021,27636,Saignelégier,27636,12,0
Saignelégier,2022,23247,Saignelégier,23247,12,0
Saignelégier,2023,25232,Saignelégier,25232,12,0
Saignelégier,2024,22025,Saignelégier,22025,12,0
Saignelégier,2025,20655,Saignelégier,20655,12,0
Saignelégier,2026,NA,Saignelégier,1899,3,NA
Porrentruy,2013,11058,Porrentruy,11058,12,0
Porrentruy,2014,11372,Porrentruy,11372,12,0
Porrentruy,2015,10358,Porrentruy,10358,12,0
Porrentruy,2016,10811,Porrentruy,10811,12,0
Porrentruy,2017,11710,Porrentruy,11710,12,0
Porrentruy,2018,12145,Porrentruy,12145,12,0
Porrentruy,2019,13934,Porrentruy,13934,12,0
Porrentruy,2020,11365,Porrentruy,11365,12,0
Porrentruy,2021,17222,Porrentruy,17222,12,0
Porrentruy,2022,14453,Porrentruy,14453,12,0
Porrentruy,2023,13293,Porrentruy,13293,12,0
Porrentruy,2024,14801,Porrentruy,14801,12,0
Porrentruy,2025,15475,Porrentruy,15475,12,0
Porrentruy,2026,NA,Porrentruy,2894,3,NA
Clos du Doubs,2013,8637,Clos du Doubs,8637,12,0
Clos du Doubs,2014,6112,Clos du Doubs,6112,12,0
Clos du Doubs,2015,9306,Clos du Doubs,9306,12,0
Clos du Doubs,2016,10454,Clos du Doubs,10454,12,0
Clos du Doubs,2017,9302,Clos du Doubs,9302,12,0
Clos du Doubs,2018,9431,Clos du Doubs,9431,12,0
Clos du Doubs,2019,9338,Clos du Doubs,9338,12,0
Clos du Doubs,2020,9271,Clos du Doubs,9271,12,0
Clos du Doubs,2021,11612,Clos du Doubs,11612,12,0
Clos du Doubs,2022,10427,Clos du Doubs,10427,12,0
Clos du Doubs,2023,10570,Clos du Doubs,10570,12,0
Clos du Doubs,2024,13236,Clos du Doubs,13236,12,0
Clos du Doubs,2025,11806,Clos du Doubs,11806,12,0
Clos du Doubs,2026,NA,Clos du Doubs,386,3,NA
Moutier (JU),2013,NA,Moutier (JU),0,0,NA
Moutier (JU),2014,NA,Moutier (JU),0,0,NA
Moutier (JU),2015,NA,Moutier (JU),0,0,NA
Moutier (JU),2016,NA,Moutier (JU),0,0,NA
Moutier (JU),2017,NA,Moutier (JU),0,0,NA
Moutier (JU),2018,NA,Moutier (JU),0,0,NA
Moutier (JU),2019,NA,Moutier (JU),0,0,NA
Moutier (JU),2020,NA,Moutier (JU),0,0,NA
Moutier (JU),2021,NA,Moutier (JU),0,0,NA
Moutier (JU),2022,NA,Moutier (JU),0,0,NA
Moutier (JU),2023,NA,Moutier (JU),0,0,NA
Moutier (JU),2024,NA,Moutier (JU),0,0,NA
Moutier (JU),2025,NA,Moutier (JU),0,0,NA
Moutier (JU),2026,NA,Moutier (JU),696,3,NA
